State,County,Diocese,DioceseState,AlsoIn
AK,aleutians east,Archdiocese of Anchorage–Juneau,AK,
AK,aleutians west,Archdiocese of Anchorage–Juneau,AK,
AK,anchorage,Archdiocese of Anchorage–Juneau,AK,
AK,bethel,Diocese of Fairbanks,AK,
AK,bristol bay,Archdiocese of Anchorage–Juneau,AK,
AK,chugach,Archdiocese of Anchorage–Juneau,AK,
AK,copper river,Archdiocese of Anchorage–Juneau,AK,
AK,denali,Diocese of Fairbanks,AK,
AK,dillingham,Archdiocese of Anchorage–Juneau,AK,
AK,fairbanks north star,Diocese of Fairbanks,AK,
AK,haines,Archdiocese of Anchorage–Juneau,AK,
AK,hoonahangoon,Archdiocese of Anchorage–Juneau,AK,
AK,juneau city and,Archdiocese of Anchorage–Juneau,AK,
AK,kenai peninsula,Archdiocese of Anchorage–Juneau,AK,
AK,ketchikan gateway,Archdiocese of Anchorage–Juneau,AK,
AK,kodiak island,Archdiocese of Anchorage–Juneau,AK,
AK,kusilvak,Diocese of Fairbanks,AK,
AK,lake and peninsula,Archdiocese of Anchorage–Juneau,AK,
AK,matanuskasusitna,Archdiocese of Anchorage–Juneau,AK,
AK,nome,Diocese of Fairbanks,AK,
AK,north slope,Diocese of Fairbanks,AK,
AK,northwest arctic,Diocese of Fairbanks,AK,
AK,petersburg,Archdiocese of Anchorage–Juneau,AK,
AK,prince of waleshyder,Archdiocese of Anchorage–Juneau,AK,
AK,sitka city and,Archdiocese of Anchorage–Juneau,AK,
AK,skagway,Archdiocese of Anchorage–Juneau,AK,
AK,southeast fairbanks,Diocese of Fairbanks,AK,
AK,wrangell city and,Archdiocese of Anchorage–Juneau,AK,
AK,yakutat city and,Archdiocese of Anchorage–Juneau,AK,
AK,yukonkoyukuk,Diocese of Fairbanks,AK,
AL,autauga,Archdiocese of Mobile,AL,
AL,baldwin,Archdiocese of Mobile,AL,
AL,barbour,Archdiocese of Mobile,AL,
AL,bibb,Diocese of Birmingham,AL,
AL,blount,Diocese of Birmingham,AL,
AL,bullock,Archdiocese of Mobile,AL,
AL,butler,Archdiocese of Mobile,AL,
AL,calhoun,Diocese of Birmingham,AL,
AL,chambers,Diocese of Birmingham,AL,
AL,cherokee,Diocese of Birmingham,AL,
AL,chilton,Diocese of Birmingham,AL,
AL,choctaw,Archdiocese of Mobile,AL,
AL,clarke,Archdiocese of Mobile,AL,
AL,clay,Diocese of Birmingham,AL,
AL,cleburne,Diocese of Birmingham,AL,
AL,coffee,Archdiocese of Mobile,AL,
AL,colbert,Diocese of Birmingham,AL,
AL,conecuh,Archdiocese of Mobile,AL,
AL,coosa,Diocese of Birmingham,AL,
AL,covington,Archdiocese of Mobile,AL,
AL,crenshaw,Archdiocese of Mobile,AL,
AL,cullman,Diocese of Birmingham,AL,
AL,dale,Archdiocese of Mobile,AL,
AL,dallas,Archdiocese of Mobile,AL,
AL,dekalb,Diocese of Birmingham,AL,
AL,elmore,Archdiocese of Mobile,AL,
AL,escambia,Archdiocese of Mobile,AL,
AL,etowah,Diocese of Birmingham,AL,
AL,fayette,Diocese of Birmingham,AL,
AL,franklin,Diocese of Birmingham,AL,
AL,geneva,Archdiocese of Mobile,AL,
AL,greene,Diocese of Birmingham,AL,
AL,hale,Diocese of Birmingham,AL,
AL,henry,Archdiocese of Mobile,AL,
AL,houston,Archdiocese of Mobile,AL,
AL,jackson,Diocese of Birmingham,AL,
AL,jefferson,Diocese of Birmingham,AL,
AL,lamar,Diocese of Birmingham,AL,
AL,lauderdale,Diocese of Birmingham,AL,
AL,lawrence,Diocese of Birmingham,AL,
AL,lee,Archdiocese of Mobile,AL,
AL,limestone,Diocese of Birmingham,AL,
AL,lowndes,Archdiocese of Mobile,AL,
AL,macon,Archdiocese of Mobile,AL,
AL,madison,Diocese of Birmingham,AL,
AL,marengo,Diocese of Birmingham,AL,
AL,marion,Diocese of Birmingham,AL,
AL,marshall,Diocese of Birmingham,AL,
AL,mobile,Archdiocese of Mobile,AL,
AL,monroe,Archdiocese of Mobile,AL,
AL,montgomery,Archdiocese of Mobile,AL,
AL,morgan,Diocese of Birmingham,AL,
AL,perry,Diocese of Birmingham,AL,
AL,pickens,Diocese of Birmingham,AL,
AL,pike,Archdiocese of Mobile,AL,
AL,randolph,Diocese of Birmingham,AL,
AL,russell,Archdiocese of Mobile,AL,
AL,shelby,Diocese of Birmingham,AL,
AL,st clair,Diocese of Birmingham,AL,
AL,sumter,Diocese of Birmingham,AL,
AL,talladega,Diocese of Birmingham,AL,
AL,tallapoosa,Diocese of Birmingham,AL,
AL,tuscaloosa,Diocese of Birmingham,AL,
AL,walker,Diocese of Birmingham,AL,
AL,washington,Archdiocese of Mobile,AL,
AL,wilcox,Archdiocese of Mobile,AL,
AL,winston,Diocese of Birmingham,AL,
AR,arkansas,Diocese of Little Rock,AR,
AR,ashley,Diocese of Little Rock,AR,
AR,baxter,Diocese of Little Rock,AR,
AR,benton,Diocese of Little Rock,AR,
AR,boone,Diocese of Little Rock,AR,
AR,bradley,Diocese of Little Rock,AR,
AR,calhoun,Diocese of Little Rock,AR,
AR,carroll,Diocese of Little Rock,AR,
AR,chicot,Diocese of Little Rock,AR,
AR,clark,Diocese of Little Rock,AR,
AR,clay,Diocese of Little Rock,AR,
AR,cleburne,Diocese of Little Rock,AR,
AR,cleveland,Diocese of Little Rock,AR,
AR,columbia,Diocese of Little Rock,AR,
AR,conway,Diocese of Little Rock,AR,
AR,craighead,Diocese of Little Rock,AR,
AR,crawford,Diocese of Little Rock,AR,
AR,crittenden,Diocese of Little Rock,AR,
AR,cross,Diocese of Little Rock,AR,
AR,dallas,Diocese of Little Rock,AR,
AR,desha,Diocese of Little Rock,AR,
AR,drew,Diocese of Little Rock,AR,
AR,faulkner,Diocese of Little Rock,AR,
AR,franklin,Diocese of Little Rock,AR,
AR,fulton,Diocese of Little Rock,AR,
AR,garland,Diocese of Little Rock,AR,
AR,grant,Diocese of Little Rock,AR,
AR,greene,Diocese of Little Rock,AR,
AR,hempstead,Diocese of Little Rock,AR,
AR,hot spring,Diocese of Little Rock,AR,
AR,howard,Diocese of Little Rock,AR,
AR,independence,Diocese of Little Rock,AR,
AR,izard,Diocese of Little Rock,AR,
AR,jackson,Diocese of Little Rock,AR,
AR,jefferson,Diocese of Little Rock,AR,
AR,johnson,Diocese of Little Rock,AR,
AR,lafayette,Diocese of Little Rock,AR,
AR,lawrence,Diocese of Little Rock,AR,
AR,lee,Diocese of Little Rock,AR,
AR,lincoln,Diocese of Little Rock,AR,
AR,little river,Diocese of Little Rock,AR,
AR,logan,Diocese of Little Rock,AR,
AR,lonoke,Diocese of Little Rock,AR,
AR,madison,Diocese of Little Rock,AR,
AR,marion,Diocese of Little Rock,AR,
AR,miller,Diocese of Little Rock,AR,
AR,mississippi,Diocese of Little Rock,AR,
AR,monroe,Diocese of Little Rock,AR,
AR,montgomery,Diocese of Little Rock,AR,
AR,nevada,Diocese of Little Rock,AR,
AR,newton,Diocese of Little Rock,AR,
AR,ouachita,Diocese of Little Rock,AR,
AR,perry,Diocese of Little Rock,AR,
AR,phillips,Diocese of Little Rock,AR,
AR,pike,Diocese of Little Rock,AR,
AR,poinsett,Diocese of Little Rock,AR,
AR,polk,Diocese of Little Rock,AR,
AR,pope,Diocese of Little Rock,AR,
AR,prairie,Diocese of Little Rock,AR,
AR,pulaski,Diocese of Little Rock,AR,
AR,randolph,Diocese of Little Rock,AR,
AR,saline,Diocese of Little Rock,AR,
AR,scott,Diocese of Little Rock,AR,
AR,searcy,Diocese of Little Rock,AR,
AR,sebastian,Diocese of Little Rock,AR,
AR,sevier,Diocese of Little Rock,AR,
AR,sharp,Diocese of Little Rock,AR,
AR,st francis,Diocese of Little Rock,AR,
AR,stone,Diocese of Little Rock,AR,
AR,union,Diocese of Little Rock,AR,
AR,van buren,Diocese of Little Rock,AR,
AR,washington,Diocese of Little Rock,AR,
AR,white,Diocese of Little Rock,AR,
AR,woodruff,Diocese of Little Rock,AR,
AR,yell,Diocese of Little Rock,AR,
AZ,apache,Diocese of Gallup,NM,
AZ,cochise,Diocese of Tucson,AZ,
AZ,coconino,Diocese of Phoenix,AZ,Diocese of Gallup
AZ,gila,Diocese of Tucson,AZ,
AZ,graham,Diocese of Tucson,AZ,
AZ,greenlee,Diocese of Tucson,AZ,
AZ,la paz,Diocese of Tucson,AZ,
AZ,maricopa,Diocese of Phoenix,AZ,
AZ,mohave,Diocese of Phoenix,AZ,
AZ,navajo,Diocese of Gallup,NM,
AZ,pima,Diocese of Tucson,AZ,
AZ,pinal,Diocese of Tucson,AZ,Diocese of Phoenix
AZ,santa cruz,Diocese of Tucson,AZ,
AZ,yavapai,Diocese of Phoenix,AZ,
AZ,yuma,Diocese of Tucson,AZ,
CA,alameda,Diocese of Oakland,CA,
CA,alpine,Diocese of Stockton,CA,
CA,amador,Diocese of Sacramento,CA,
CA,butte,Diocese of Sacramento,CA,
CA,calaveras,Diocese of Stockton,CA,
CA,colusa,Diocese of Sacramento,CA,
CA,contra costa,Diocese of Oakland,CA,
CA,del norte,Diocese of Santa Rosa,CA,
CA,el dorado,Diocese of Sacramento,CA,
CA,fresno,Diocese of Fresno,CA,
CA,glenn,Diocese of Sacramento,CA,
CA,humboldt,Diocese of Santa Rosa,CA,
CA,imperial,Diocese of San Diego,CA,
CA,inyo,Diocese of Fresno,CA,
CA,kern,Diocese of Fresno,CA,
CA,kings,Diocese of Fresno,CA,
CA,lake,Diocese of Santa Rosa,CA,
CA,lassen,Diocese of Sacramento,CA,
CA,los angeles,Archdiocese of Los Angeles,CA,
CA,madera,Diocese of Fresno,CA,
CA,marin,Archdiocese of San Francisco,CA,
CA,mariposa,Diocese of Fresno,CA,
CA,mendocino,Diocese of Santa Rosa,CA,
CA,merced,Diocese of Fresno,CA,
CA,modoc,Diocese of Sacramento,CA,
CA,mono,Diocese of Stockton,CA,
CA,monterey,Diocese of Monterey,CA,
CA,napa,Diocese of Santa Rosa,CA,
CA,nevada,Diocese of Sacramento,CA,
CA,orange,Diocese of Orange,CA,
CA,placer,Diocese of Sacramento,CA,
CA,plumas,Diocese of Sacramento,CA,
CA,riverside,Diocese of San Bernardino,CA,
CA,sacramento,Diocese of Sacramento,CA,
CA,san benito,Diocese of Monterey,CA,
CA,san bernardino,Diocese of San Bernardino,CA,
CA,san diego,Diocese of San Diego,CA,
CA,san francisco,Archdiocese of San Francisco,CA,
CA,san joaquin,Diocese of Stockton,CA,
CA,san luis obispo,Diocese of Monterey,CA,
CA,san mateo,Archdiocese of San Francisco,CA,
CA,santa barbara,Archdiocese of Los Angeles,CA,
CA,santa clara,Diocese of San Jose,CA,
CA,santa cruz,Diocese of Monterey,CA,
CA,shasta,Diocese of Sacramento,CA,
CA,sierra,Diocese of Sacramento,CA,
CA,siskiyou,Diocese of Sacramento,CA,
CA,solano,Diocese of Sacramento,CA,
CA,sonoma,Diocese of Santa Rosa,CA,
CA,stanislaus,Diocese of Stockton,CA,
CA,sutter,Diocese of Sacramento,CA,
CA,tehama,Diocese of Sacramento,CA,
CA,trinity,Diocese of Sacramento,CA,
CA,tulare,Diocese of Fresno,CA,
CA,tuolumne,Diocese of Stockton,CA,
CA,ventura,Archdiocese of Los Angeles,CA,
CA,yolo,Diocese of Sacramento,CA,
CA,yuba,Diocese of Sacramento,CA,
CO,adams,Archdiocese of Denver,CO,
CO,alamosa,Diocese of Pueblo,CO,
CO,arapahoe,Archdiocese of Denver,CO,
CO,archuleta,Diocese of Pueblo,CO,
CO,baca,Diocese of Pueblo,CO,
CO,bent,Diocese of Pueblo,CO,
CO,boulder,Archdiocese of Denver,CO,
CO,broomfield,Archdiocese of Denver,CO,
CO,chaffee,Diocese of Colorado Springs,CO,
CO,cheyenne,Diocese of Colorado Springs,CO,
CO,clear creek,Archdiocese of Denver,CO,
CO,conejos,Diocese of Pueblo,CO,
CO,costilla,Diocese of Pueblo,CO,
CO,crowley,Diocese of Pueblo,CO,
CO,custer,Diocese of Pueblo,CO,
CO,delta,Diocese of Pueblo,CO,
CO,denver,Archdiocese of Denver,CO,
CO,dolores,Diocese of Pueblo,CO,
CO,douglas,Diocese of Colorado Springs,CO,
CO,eagle,Archdiocese of Denver,CO,
CO,el paso,Diocese of Colorado Springs,CO,
CO,elbert,Diocese of Colorado Springs,CO,
CO,fremont,Diocese of Pueblo,CO,
CO,garfield,Archdiocese of Denver,CO,
CO,gilpin,Archdiocese of Denver,CO,
CO,grand,Archdiocese of Denver,CO,
CO,gunnison,Diocese of Pueblo,CO,
CO,hinsdale,Diocese of Pueblo,CO,
CO,huerfano,Diocese of Pueblo,CO,
CO,jackson,Archdiocese of Denver,CO,
CO,jefferson,Archdiocese of Denver,CO,
CO,kiowa,Diocese of Pueblo,CO,
CO,kit carson,Diocese of Colorado Springs,CO,
CO,la plata,Diocese of Pueblo,CO,
CO,lake,Diocese of Colorado Springs,CO,
CO,larimer,Archdiocese of Denver,CO,
CO,las animas,Diocese of Pueblo,CO,
CO,lincoln,Diocese of Colorado Springs,CO,
CO,logan,Archdiocese of Denver,CO,
CO,mesa,Diocese of Pueblo,CO,
CO,mineral,Diocese of Pueblo,CO,
CO,moffat,Archdiocese of Denver,CO,
CO,montezuma,Diocese of Pueblo,CO,
CO,montrose,Diocese of Pueblo,CO,
CO,morgan,Archdiocese of Denver,CO,
CO,otero,Diocese of Pueblo,CO,
CO,ouray,Diocese of Pueblo,CO,
CO,park,Diocese of Colorado Springs,CO,
CO,phillips,Archdiocese of Denver,CO,
CO,pitkin,Archdiocese of Denver,CO,
CO,prowers,Diocese of Pueblo,CO,
CO,pueblo,Diocese of Pueblo,CO,
CO,rio blanco,Archdiocese of Denver,CO,
CO,rio grande,Diocese of Pueblo,CO,
CO,routt,Archdiocese of Denver,CO,
CO,saguache,Diocese of Pueblo,CO,
CO,san juan,Diocese of Pueblo,CO,
CO,san miguel,Diocese of Pueblo,CO,
CO,sedgwick,Archdiocese of Denver,CO,
CO,summit,Archdiocese of Denver,CO,
CO,teller,Diocese of Colorado Springs,CO,
CO,washington,Archdiocese of Denver,CO,
CO,weld,Archdiocese of Denver,CO,
CO,yuma,Archdiocese of Denver,CO,
CT,fairfield,Diocese of Bridgeport,CT,
CT,hartford,Archdiocese of Hartford,CT,
CT,litchfield,Archdiocese of Hartford,CT,
CT,middlesex,Diocese of Norwich,CT,
CT,new haven,Archdiocese of Hartford,CT,
CT,new london,Diocese of Norwich,CT,
CT,tolland,Diocese of Norwich,CT,
CT,windham,Diocese of Norwich,CT,
DC,district of columbia,Archdiocese of Washington,DC,
DE,kent,Diocese of Wilmington,DE,
DE,new castle,Diocese of Wilmington,DE,
DE,sussex,Diocese of Wilmington,DE,
FL,alachua,Diocese of St. Augustine,FL,
FL,baker,Diocese of St. Augustine,FL,
FL,bay,Diocese of Pensacola–Tallahassee,FL,
FL,bradford,Diocese of St. Augustine,FL,
FL,brevard,Diocese of Orlando,FL,
FL,broward,Archdiocese of Miami,FL,
FL,calhoun,Diocese of Pensacola–Tallahassee,FL,
FL,charlotte,Diocese of Venice in Florida,FL,
FL,citrus,Diocese of St. Petersburg,FL,
FL,clay,Diocese of St. Augustine,FL,
FL,collier,Diocese of Venice in Florida,FL,
FL,columbia,Diocese of St. Augustine,FL,
FL,desoto,Diocese of Venice in Florida,FL,
FL,dixie,Diocese of St. Augustine,FL,
FL,duval,Diocese of St. Augustine,FL,
FL,escambia,Diocese of Pensacola–Tallahassee,FL,
FL,flagler,Diocese of St. Augustine,FL,
FL,franklin,Diocese of Pensacola–Tallahassee,FL,
FL,gadsden,Diocese of Pensacola–Tallahassee,FL,
FL,gilchrist,Diocese of St. Augustine,FL,
FL,glades,Diocese of Venice in Florida,FL,
FL,gulf,Diocese of Pensacola–Tallahassee,FL,
FL,hamilton,Diocese of St. Augustine,FL,
FL,hardee,Diocese of Venice in Florida,FL,
FL,hendry,Diocese of Venice in Florida,FL,
FL,hernando,Diocese of St. Petersburg,FL,
FL,highlands,Diocese of Venice in Florida,FL,
FL,hillsborough,Diocese of St. Petersburg,FL,
FL,holmes,Diocese of Pensacola–Tallahassee,FL,
FL,indian river,Diocese of Palm Beach,FL,
FL,jackson,Diocese of Pensacola–Tallahassee,FL,
FL,jefferson,Diocese of Pensacola–Tallahassee,FL,
FL,lafayette,Diocese of St. Augustine,FL,
FL,lake,Diocese of Orlando,FL,
FL,lee,Diocese of Venice in Florida,FL,
FL,leon,Diocese of Pensacola–Tallahassee,FL,
FL,levy,Diocese of St. Augustine,FL,
FL,liberty,Diocese of Pensacola–Tallahassee,FL,
FL,madison,Diocese of Pensacola–Tallahassee,FL,
FL,manatee,Diocese of Venice in Florida,FL,
FL,marion,Diocese of Orlando,FL,
FL,martin,Diocese of Palm Beach,FL,
FL,miamidade,Archdiocese of Miami,FL,
FL,monroe,Archdiocese of Miami,FL,
FL,nassau,Diocese of St. Augustine,FL,
FL,okaloosa,Diocese of Pensacola–Tallahassee,FL,
FL,okeechobee,Diocese of Palm Beach,FL,
FL,orange,Diocese of Orlando,FL,
FL,osceola,Diocese of Orlando,FL,
FL,palm beach,Diocese of Palm Beach,FL,
FL,pasco,Diocese of St. Petersburg,FL,
FL,pinellas,Diocese of St. Petersburg,FL,
FL,polk,Diocese of Orlando,FL,
FL,putnam,Diocese of St. Augustine,FL,
FL,santa rosa,Diocese of Pensacola–Tallahassee,FL,
FL,sarasota,Diocese of Venice in Florida,FL,
FL,seminole,Diocese of Orlando,FL,
FL,st johns,Diocese of St. Augustine,FL,
FL,st lucie,Diocese of Palm Beach,FL,
FL,sumter,Diocese of Orlando,FL,
FL,suwannee,Diocese of St. Augustine,FL,
FL,taylor,Diocese of Pensacola–Tallahassee,FL,
FL,union,Diocese of St. Augustine,FL,
FL,volusia,Diocese of Orlando,FL,
FL,wakulla,Diocese of Pensacola–Tallahassee,FL,
FL,walton,Diocese of Pensacola–Tallahassee,FL,
FL,washington,Diocese of Pensacola–Tallahassee,FL,
GA,appling,Diocese of Savannah,GA,
GA,atkinson,Diocese of Savannah,GA,
GA,bacon,Diocese of Savannah,GA,
GA,baker,Diocese of Savannah,GA,
GA,baldwin,Archdiocese of Atlanta,GA,
GA,banks,Archdiocese of Atlanta,GA,
GA,barrow,Archdiocese of Atlanta,GA,
GA,bartow,Archdiocese of Atlanta,GA,
GA,ben hill,Diocese of Savannah,GA,
GA,berrien,Diocese of Savannah,GA,
GA,bibb,Diocese of Savannah,GA,
GA,bleckley,Diocese of Savannah,GA,
GA,brantley,Diocese of Savannah,GA,
GA,brooks,Diocese of Savannah,GA,
GA,bryan,Diocese of Savannah,GA,
GA,bulloch,Diocese of Savannah,GA,
GA,burke,Diocese of Savannah,GA,
GA,butts,Archdiocese of Atlanta,GA,
GA,calhoun,Diocese of Savannah,GA,
GA,camden,Diocese of Savannah,GA,
GA,candler,Diocese of Savannah,GA,
GA,carroll,Archdiocese of Atlanta,GA,
GA,catoosa,Archdiocese of Atlanta,GA,
GA,charlton,Diocese of Savannah,GA,
GA,chatham,Diocese of Savannah,GA,
GA,chattahoochee,Diocese of Savannah,GA,
GA,chattooga,Archdiocese of Atlanta,GA,
GA,cherokee,Archdiocese of Atlanta,GA,
GA,clarke,Archdiocese of Atlanta,GA,
GA,clay,Diocese of Savannah,GA,
GA,clayton,Archdiocese of Atlanta,GA,
GA,clinch,Diocese of Savannah,GA,
GA,cobb,Archdiocese of Atlanta,GA,
GA,coffee,Diocese of Savannah,GA,
GA,colquitt,Diocese of Savannah,GA,
GA,columbia,Diocese of Savannah,GA,
GA,cook,Diocese of Savannah,GA,
GA,coweta,Archdiocese of Atlanta,GA,
GA,crawford,Diocese of Savannah,GA,
GA,crisp,Diocese of Savannah,GA,
GA,dade,Archdiocese of Atlanta,GA,
GA,dawson,Archdiocese of Atlanta,GA,
GA,decatur,Diocese of Savannah,GA,
GA,dekalb,Archdiocese of Atlanta,GA,
GA,dodge,Diocese of Savannah,GA,
GA,dooly,Diocese of Savannah,GA,
GA,dougherty,Diocese of Savannah,GA,
GA,douglas,Archdiocese of Atlanta,GA,
GA,early,Diocese of Savannah,GA,
GA,echols,Diocese of Savannah,GA,
GA,effingham,Diocese of Savannah,GA,
GA,elbert,Archdiocese of Atlanta,GA,
GA,emanuel,Diocese of Savannah,GA,
GA,evans,Diocese of Savannah,GA,
GA,fannin,Archdiocese of Atlanta,GA,
GA,fayette,Archdiocese of Atlanta,GA,
GA,floyd,Archdiocese of Atlanta,GA,
GA,forsyth,Archdiocese of Atlanta,GA,
GA,franklin,Archdiocese of Atlanta,GA,
GA,fulton,Archdiocese of Atlanta,GA,
GA,gilmer,Archdiocese of Atlanta,GA,
GA,glascock,Diocese of Savannah,GA,
GA,glynn,Diocese of Savannah,GA,
GA,gordon,Archdiocese of Atlanta,GA,
GA,grady,Diocese of Savannah,GA,
GA,greene,Archdiocese of Atlanta,GA,
GA,gwinnett,Archdiocese of Atlanta,GA,
GA,habersham,Archdiocese of Atlanta,GA,
GA,hall,Archdiocese of Atlanta,GA,
GA,hancock,Archdiocese of Atlanta,GA,
GA,haralson,Archdiocese of Atlanta,GA,
GA,harris,Diocese of Savannah,GA,
GA,hart,Archdiocese of Atlanta,GA,
GA,heard,Archdiocese of Atlanta,GA,
GA,henry,Archdiocese of Atlanta,GA,
GA,houston,Diocese of Savannah,GA,
GA,irwin,Diocese of Savannah,GA,
GA,jackson,Archdiocese of Atlanta,GA,
GA,jasper,Archdiocese of Atlanta,GA,
GA,jeff davis,Diocese of Savannah,GA,
GA,jefferson,Diocese of Savannah,GA,
GA,jenkins,Diocese of Savannah,GA,
GA,johnson,Diocese of Savannah,GA,
GA,jones,Diocese of Savannah,GA,
GA,lamar,Archdiocese of Atlanta,GA,
GA,lanier,Diocese of Savannah,GA,
GA,laurens,Diocese of Savannah,GA,
GA,lee,Diocese of Savannah,GA,
GA,liberty,Diocese of Savannah,GA,
GA,lincoln,Archdiocese of Atlanta,GA,
GA,long,Diocese of Savannah,GA,
GA,lowndes,Diocese of Savannah,GA,
GA,lumpkin,Archdiocese of Atlanta,GA,
GA,macon,Diocese of Savannah,GA,
GA,madison,Archdiocese of Atlanta,GA,
GA,marion,Diocese of Savannah,GA,
GA,mcduffie,Archdiocese of Atlanta,GA,
GA,mcintosh,Diocese of Savannah,GA,
GA,meriwether,Archdiocese of Atlanta,GA,
GA,miller,Diocese of Savannah,GA,
GA,mitchell,Diocese of Savannah,GA,
GA,monroe,Archdiocese of Atlanta,GA,
GA,montgomery,Diocese of Savannah,GA,
GA,morgan,Archdiocese of Atlanta,GA,
GA,murray,Archdiocese of Atlanta,GA,
GA,muscogee,Diocese of Savannah,GA,
GA,newton,Archdiocese of Atlanta,GA,
GA,oconee,Archdiocese of Atlanta,GA,
GA,oglethorpe,Archdiocese of Atlanta,GA,
GA,paulding,Archdiocese of Atlanta,GA,
GA,peach,Diocese of Savannah,GA,
GA,pickens,Archdiocese of Atlanta,GA,
GA,pierce,Diocese of Savannah,GA,
GA,pike,Archdiocese of Atlanta,GA,
GA,polk,Archdiocese of Atlanta,GA,
GA,pulaski,Diocese of Savannah,GA,
GA,putnam,Archdiocese of Atlanta,GA,
GA,quitman,Diocese of Savannah,GA,
GA,rabun,Archdiocese of Atlanta,GA,
GA,randolph,Diocese of Savannah,GA,
GA,richmond,Diocese of Savannah,GA,
GA,rockdale,Archdiocese of Atlanta,GA,
GA,schley,Diocese of Savannah,GA,
GA,screven,Diocese of Savannah,GA,
GA,seminole,Diocese of Savannah,GA,
GA,spalding,Archdiocese of Atlanta,GA,
GA,stephens,Archdiocese of Atlanta,GA,
GA,stewart,Diocese of Savannah,GA,
GA,sumter,Diocese of Savannah,GA,
GA,talbot,Diocese of Savannah,GA,
GA,taliaferro,Archdiocese of Atlanta,GA,
GA,tattnall,Diocese of Savannah,GA,
GA,taylor,Diocese of Savannah,GA,
GA,telfair,Diocese of Savannah,GA,
GA,terrell,Diocese of Savannah,GA,
GA,thomas,Diocese of Savannah,GA,
GA,tift,Diocese of Savannah,GA,
GA,toombs,Diocese of Savannah,GA,
GA,towns,Archdiocese of Atlanta,GA,
GA,treutlen,Diocese of Savannah,GA,
GA,troup,Archdiocese of Atlanta,GA,
GA,turner,Diocese of Savannah,GA,
GA,twiggs,Diocese of Savannah,GA,
GA,union,Archdiocese of Atlanta,GA,
GA,upson,Archdiocese of Atlanta,GA,
GA,walker,Archdiocese of Atlanta,GA,
GA,walton,Archdiocese of Atlanta,GA,
GA,ware,Diocese of Savannah,GA,
GA,warren,Archdiocese of Atlanta,GA,
GA,washington,Diocese of Savannah,GA,
GA,wayne,Diocese of Savannah,GA,
GA,webster,Diocese of Savannah,GA,
GA,wheeler,Diocese of Savannah,GA,
GA,white,Archdiocese of Atlanta,GA,
GA,whitfield,Archdiocese of Atlanta,GA,
GA,wilcox,Diocese of Savannah,GA,
GA,wilkes,Archdiocese of Atlanta,GA,
GA,wilkinson,Diocese of Savannah,GA,
GA,worth,Diocese of Savannah,GA,
HI,hawaii,Diocese of Honolulu,HI,
HI,honolulu,Diocese of Honolulu,HI,
HI,kalawao,Diocese of Honolulu,HI,
HI,kauai,Diocese of Honolulu,HI,
HI,maui,Diocese of Honolulu,HI,
IA,adair,Diocese of Des Moines,IA,
IA,adams,Diocese of Des Moines,IA,
IA,allamakee,Archdiocese of Dubuque,IA,
IA,appanoose,Diocese of Davenport,IA,
IA,audubon,Diocese of Des Moines,IA,
IA,benton,Archdiocese of Dubuque,IA,
IA,black hawk,Archdiocese of Dubuque,IA,
IA,boone,Diocese of Sioux City,IA,
IA,bremer,Archdiocese of Dubuque,IA,
IA,buchanan,Archdiocese of Dubuque,IA,
IA,buena vista,Diocese of Sioux City,IA,
IA,butler,Archdiocese of Dubuque,IA,
IA,calhoun,Diocese of Sioux City,IA,
IA,carroll,Diocese of Sioux City,IA,
IA,cass,Diocese of Des Moines,IA,
IA,cedar,Diocese of Davenport,IA,
IA,cerro gordo,Archdiocese of Dubuque,IA,
IA,cherokee,Diocese of Sioux City,IA,
IA,chickasaw,Archdiocese of Dubuque,IA,
IA,clarke,Diocese of Des Moines,IA,
IA,clay,Diocese of Sioux City,IA,
IA,clayton,Archdiocese of Dubuque,IA,
IA,clinton,Diocese of Davenport,IA,
IA,crawford,Diocese of Sioux City,IA,
IA,dallas,Diocese of Des Moines,IA,
IA,davis,Diocese of Davenport,IA,
IA,decatur,Diocese of Des Moines,IA,
IA,delaware,Archdiocese of Dubuque,IA,
IA,des moines,Diocese of Davenport,IA,
IA,dickinson,Diocese of Sioux City,IA,
IA,dubuque,Archdiocese of Dubuque,IA,
IA,emmet,Diocese of Sioux City,IA,
IA,fayette,Archdiocese of Dubuque,IA,
IA,floyd,Archdiocese of Dubuque,IA,
IA,franklin,Archdiocese of Dubuque,IA,
IA,fremont,Diocese of Des Moines,IA,
IA,greene,Diocese of Sioux City,IA,
IA,grundy,Archdiocese of Dubuque,IA,
IA,guthrie,Diocese of Des Moines,IA,
IA,hamilton,Archdiocese of Dubuque,IA,
IA,hancock,Archdiocese of Dubuque,IA,
IA,hardin,Archdiocese of Dubuque,IA,
IA,harrison,Diocese of Des Moines,IA,
IA,henry,Diocese of Davenport,IA,
IA,howard,Archdiocese of Dubuque,IA,
IA,humboldt,Diocese of Sioux City,IA,
IA,ida,Diocese of Sioux City,IA,
IA,iowa,Diocese of Davenport,IA,
IA,jackson,Archdiocese of Dubuque,IA,
IA,jasper,Diocese of Davenport,IA,
IA,jefferson,Diocese of Davenport,IA,
IA,johnson,Diocese of Davenport,IA,
IA,jones,Archdiocese of Dubuque,IA,
IA,keokuk,Diocese of Davenport,IA,
IA,kossuth,Diocese of Sioux City,IA,
IA,lee,Diocese of Davenport,IA,
